key,Model,rating,License,Organization,date
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1030.2062717324745,Proprietary,OpenAI,20231215
gpt-4-0613,GPT-4-0613,1089.0894637188865,Proprietary,OpenAI,20231215
llama-2-7b-chat,Llama-2-7B-chat,1003.0703096061883,Llama 2 Community,Meta,20231215
claude-2.0,Claude-2.0,1060.9127738515704,Proprietary,Anthropic,20231215
llama-2-13b-chat,Llama-2-13b-chat,1027.1816976105554,Llama 2 Community,Meta,20231215
chatglm2-6b,ChatGLM2-6B,894.6827574650656,Apache-2.0,Tsinghua,20231215
llama-2-70b-chat,Llama-2-70B-chat,1025.780542040794,Llama 2 Community,Meta,20231215
codellama-34b-instruct,CodeLlama-34B-instruct,1015.4950356353015,Llama 2 Community,Meta,20231215
wizardlm-70b,WizardLM-70B-v1.0,1060.4678112231204,Llama 2 Community,Microsoft,20231215
falcon-180b-chat,falcon-180b-chat,1006.630616459536,Falcon-180B TII License,TII,20231215
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,972.0580563706936,Apache 2.0,Mistral,20231215
qwen-14b-chat,Qwen-14B-Chat,965.2978579828289,Qianwen LICENSE,Alibaba,20231215
zephyr-7b-alpha,Zephyr-7B-alpha,1001.4214235630976,MIT,HuggingFace,20231215
zephyr-7b-beta,Zephyr-7B-beta,995.5479814720649,MIT,HuggingFace,20231215
openchat-3.5,OpenChat-3.5,995.8018808546111,Apache-2.0,OpenChat,20231215
gpt-4-turbo,GPT 4 Turbo,1228.2589125567551,Proprietary,OpenAI,20231215
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1042.896469018302,Proprietary,OpenAI,20231215
chatglm3-6b,ChatGLM3-6B,903.9506021647545,Apache-2.0,Tsinghua,20231215
claude-2.1,Claude-2.1,1085.4453822497817,Proprietary,Anthropic,20231215
tulu-2-dpo-70b,Tulu-2-DPO-70B,1059.7165353988703,AI2 ImpACT Low-risk,AllenAI/UW,20231215
yi-34b-chat,Yi-34B-Chat,1074.925552729073,Yi License,01 AI,20231215
yi-34b-chat,Yi-34B-Chat,1074.925552729073,Yi License,01 AI,20231215
starling-lm-7b-alpha,Starling-LM-7B-alpha,1037.0462793553475,CC-BY-NC-4.0,UC Berkeley,20231215
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1008.4828505818039,Apache-2.0,NousResearch,20231215
pplx-70b-online,pplx-70B-online,1023.6850890107783,Proprietary,Perplexity AI,20231215
pplx-7b-online,pplx-7B-online,974.5636715007442,Proprietary,Perplexity AI,20231215
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1003.0204550236207,Apache-2.0,Cognitive Computations,20231215
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1068.306004744059,Apache 2.0,Mistral,20231215
gemini-pro,Gemini Pro,1072.9599473060216,Proprietary,Google,20231215
chatglm-6b,ChatGLM-6B,914.5804889656735,Non-commercial,Tsinghua,20231220
koala-13b,Koala-13B,955.0846214522039,Non-commercial,UC Berkeley,20231220
oasst-pythia-12b,OpenAssistant-Pythia-12B,871.4608477645943,Apache 2.0,OpenAssistant,20231220
alpaca-13b,Alpaca-13B,909.425319543066,Non-commercial,Stanford,20231220
vicuna-13b,Vicuna-13B,981.0214621639327,Llama 2 Community,LMSYS,20231220
dolly-v2-12b,Dolly-V2-12B,837.2994715102443,MIT,Databricks,20231220
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,886.5802449221818,CC-BY-NC-SA-4.0,Stability AI,20231220
llama-13b,LLaMA-13B,850.2030912263774,Non-commercial,Meta,20231220
fastchat-t5-3b,FastChat-T5-3B,856.0298754553405,Apache 2.0,LMSYS,20231220
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1096.2669803753274,Proprietary,OpenAI,20231220
gpt-4-0314,GPT-4-0314,1128.6336315397584,Proprietary,OpenAI,20231220
claude-1,Claude-1,1112.223269953022,Proprietary,Anthropic,20231220
RWKV-4-Raven-14B,RWKV-4-Raven-14B,933.3620434475297,Apache 2.0,RWKV,20231220
mpt-7b-chat,MPT-7B-Chat,935.6813925913007,CC-BY-NC-SA-4.0,MosaicML,20231220
palm-2,PaLM-Chat-Bison-001,980.593323826793,Proprietary,Google,20231220
claude-instant-1,Claude-Instant-1,1048.1741250462549,Proprietary,Anthropic,20231220
vicuna-7b,Vicuna-7B,962.6226377731934,Llama 2 Community,LMSYS,20231220
wizardlm-13b,WizardLM-13b-v1.2,1023.3189751282863,Llama 2 Community,Microsoft,20231220
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,945.211168685556,Non-commercial,Nomic AI,20231220
guanaco-33b,Guanaco-33B,1028.3752778801825,Non-commercial,UW,20231220
vicuna-33b,Vicuna-33B,1027.8169304337846,Non-commercial,LMSYS,20231220
mpt-30b-chat,MPT-30B-chat,1025.050253340047,CC-BY-NC-SA-4.0,MosaicML,20231220
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1090.7215565530284,Proprietary,OpenAI,20231220
gpt-4-0613,GPT-4-0613,1112.6852412952667,Proprietary,OpenAI,20231220
llama-2-7b-chat,Llama-2-7B-chat,984.734760399883,Llama 2 Community,Meta,20231220
claude-2.0,Claude-2.0,1069.7931078723575,Proprietary,Anthropic,20231220
llama-2-13b-chat,Llama-2-13b-chat,1002.6773856343174,Llama 2 Community,Meta,20231220
chatglm2-6b,ChatGLM2-6B,894.6827574650656,Apache-2.0,Tsinghua,20231220
llama-2-70b-chat,Llama-2-70B-chat,1034.23658684774,Llama 2 Community,Meta,20231220
codellama-34b-instruct,CodeLlama-34B-instruct,1019.4216423436936,Llama 2 Community,Meta,20231220
wizardlm-70b,WizardLM-70B-v1.0,1047.399239879431,Llama 2 Community,Microsoft,20231220
falcon-180b-chat,falcon-180b-chat,1006.630616459536,Falcon-180B TII License,TII,20231220
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,977.0509709742332,Apache 2.0,Mistral,20231220
qwen-14b-chat,Qwen-14B-Chat,980.8451688290071,Qianwen LICENSE,Alibaba,20231220
zephyr-7b-alpha,Zephyr-7B-alpha,1001.4214235630976,MIT,HuggingFace,20231220
zephyr-7b-beta,Zephyr-7B-beta,986.0954798369467,MIT,HuggingFace,20231220
openchat-3.5,OpenChat-3.5,1010.2804296765016,Apache-2.0,OpenChat,20231220
gpt-4-turbo,GPT 4 Turbo,1224.17800278768,Proprietary,OpenAI,20231220
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1001.3894403067909,Proprietary,OpenAI,20231220
chatglm3-6b,ChatGLM3-6B,902.4009449533454,Apache-2.0,Tsinghua,20231220
claude-2.1,Claude-2.1,1050.957065077662,Proprietary,Anthropic,20231220
tulu-2-dpo-70b,Tulu-2-DPO-70B,1055.5043696251926,AI2 ImpACT Low-risk,AllenAI/UW,20231220
yi-34b-chat,Yi-34B-Chat,1056.8806382887485,Yi License,01 AI,20231220
yi-34b-chat,Yi-34B-Chat,1056.8806382887485,Yi License,01 AI,20231220
starling-lm-7b-alpha,Starling-LM-7B-alpha,1049.2290149197304,CC-BY-NC-4.0,UC Berkeley,20231220
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1029.7193199007986,Apache-2.0,NousResearch,20231220
pplx-70b-online,pplx-70B-online,1034.7260417293742,Proprietary,Perplexity AI,20231220
pplx-7b-online,pplx-7B-online,1005.6933453820177,Proprietary,Perplexity AI,20231220
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,970.8850092614426,Apache-2.0,Cognitive Computations,20231220
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1059.1924556312222,Apache 2.0,Mistral,20231220
gemini-pro,Gemini Pro,1037.9064206249302,Proprietary,Google,20231220
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,993.6461308562943,CC-BY-NC-4.0,Upstage AI,20231220
chatglm-6b,ChatGLM-6B,914.6269593043037,Non-commercial,Tsinghua,20240109
koala-13b,Koala-13B,955.0836534171473,Non-commercial,UC Berkeley,20240109
oasst-pythia-12b,OpenAssistant-Pythia-12B,870.3641107454237,Apache 2.0,OpenAssistant,20240109
alpaca-13b,Alpaca-13B,909.5047113629865,Non-commercial,Stanford,20240109
vicuna-13b,Vicuna-13B,1008.2069619876632,Llama 2 Community,LMSYS,20240109
dolly-v2-12b,Dolly-V2-12B,837.3004808519426,MIT,Databricks,20240109
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,886.5836675707193,CC-BY-NC-SA-4.0,Stability AI,20240109
llama-13b,LLaMA-13B,850.1992213915792,Non-commercial,Meta,20240109
fastchat-t5-3b,FastChat-T5-3B,856.0610661541173,Apache 2.0,LMSYS,20240109
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1096.280292640648,Proprietary,OpenAI,20240109
gpt-4-0314,GPT-4-0314,1124.9989531849412,Proprietary,OpenAI,20240109
claude-1,Claude-1,1104.8774831813964,Proprietary,Anthropic,20240109
RWKV-4-Raven-14B,RWKV-4-Raven-14B,933.3861862805231,Apache 2.0,RWKV,20240109
mpt-7b-chat,MPT-7B-Chat,935.7008442539953,CC-BY-NC-SA-4.0,MosaicML,20240109
palm-2,PaLM-Chat-Bison-001,980.5848913401448,Proprietary,Google,20240109
claude-instant-1,Claude-Instant-1,1052.3393535270523,Proprietary,Anthropic,20240109
vicuna-7b,Vicuna-7B,962.6777095964951,Llama 2 Community,LMSYS,20240109
wizardlm-13b,WizardLM-13b-v1.2,1023.3831364755798,Llama 2 Community,Microsoft,20240109
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,945.2098520336289,Non-commercial,Nomic AI,20240109
guanaco-33b,Guanaco-33B,1028.455968173026,Non-commercial,UW,20240109
vicuna-33b,Vicuna-33B,1026.83362559261,Non-commercial,LMSYS,20240109
mpt-30b-chat,MPT-30B-chat,1025.1132682932905,CC-BY-NC-SA-4.0,MosaicML,20240109
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1040.0597617557805,Proprietary,OpenAI,20240109
gpt-4-0613,GPT-4-0613,1098.8344180888432,Proprietary,OpenAI,20240109
llama-2-7b-chat,Llama-2-7B-chat,982.7989769595546,Llama 2 Community,Meta,20240109
claude-2.0,Claude-2.0,1037.5564094750014,Proprietary,Anthropic,20240109
llama-2-13b-chat,Llama-2-13b-chat,1002.6169937128745,Llama 2 Community,Meta,20240109
chatglm2-6b,ChatGLM2-6B,896.6907501661929,Apache-2.0,Tsinghua,20240109
llama-2-70b-chat,Llama-2-70B-chat,1024.5848347720748,Llama 2 Community,Meta,20240109
codellama-34b-instruct,CodeLlama-34B-instruct,1011.2471811336362,Llama 2 Community,Meta,20240109
wizardlm-70b,WizardLM-70B-v1.0,1047.538685270868,Llama 2 Community,Microsoft,20240109
falcon-180b-chat,falcon-180b-chat,973.8209860151976,Falcon-180B TII License,TII,20240109
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,905.3012749609328,Apache 2.0,Mistral,20240109
qwen-14b-chat,Qwen-14B-Chat,938.7623153822615,Qianwen LICENSE,Alibaba,20240109
zephyr-7b-alpha,Zephyr-7B-alpha,1001.4738778575723,MIT,HuggingFace,20240109
zephyr-7b-beta,Zephyr-7B-beta,995.5268275998068,MIT,HuggingFace,20240109
openchat-3.5,OpenChat-3.5,1006.469406224786,Apache-2.0,OpenChat,20240109
gpt-4-turbo,GPT 4 Turbo,1184.4213902147933,Proprietary,OpenAI,20240109
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,996.3098872927436,Proprietary,OpenAI,20240109
chatglm3-6b,ChatGLM3-6B,904.9990196352371,Apache-2.0,Tsinghua,20240109
claude-2.1,Claude-2.1,1067.358125819753,Proprietary,Anthropic,20240109
tulu-2-dpo-70b,Tulu-2-DPO-70B,1023.0365924367873,AI2 ImpACT Low-risk,AllenAI/UW,20240109
yi-34b-chat,Yi-34B-Chat,1065.781735945408,Yi License,01 AI,20240109
yi-34b-chat,Yi-34B-Chat,1065.781735945408,Yi License,01 AI,20240109
starling-lm-7b-alpha,Starling-LM-7B-alpha,1049.0754301728723,CC-BY-NC-4.0,UC Berkeley,20240109
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1054.8163390814404,Apache-2.0,NousResearch,20240109
pplx-70b-online,pplx-70B-online,1026.7716950219342,Proprietary,Perplexity AI,20240109
pplx-7b-online,pplx-7B-online,975.7317574756901,Proprietary,Perplexity AI,20240109
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1028.667668166987,Apache-2.0,Cognitive Computations,20240109
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1062.0851107204278,Apache 2.0,Mistral,20240109
gemini-pro,Gemini Pro,1056.2315334783293,Proprietary,Google,20240109
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,1013.9705273058476,CC-BY-NC-4.0,Upstage AI,20240109
mistral-medium,Mistral Medium,1109.8162332309394,Proprietary,Mistral,20240109
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1010.4342193763055,Llama 2 Community,Nvidia,20240109
gemini-pro-dev-api,Gemini-1.0-Pro-001,1079.4376378898971,Proprietary,Google,20240109
chatglm-6b,ChatGLM-6B,914.6269205173467,Non-commercial,Tsinghua,20240118
koala-13b,Koala-13B,955.0836534171473,Non-commercial,UC Berkeley,20240118
oasst-pythia-12b,OpenAssistant-Pythia-12B,870.3640837865709,Apache 2.0,OpenAssistant,20240118
alpaca-13b,Alpaca-13B,909.5046679760452,Non-commercial,Stanford,20240118
vicuna-13b,Vicuna-13B,958.9655137226146,Llama 2 Community,LMSYS,20240118
dolly-v2-12b,Dolly-V2-12B,837.3004808519426,MIT,Databricks,20240118
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,886.5836675707193,CC-BY-NC-SA-4.0,Stability AI,20240118
llama-13b,LLaMA-13B,850.1992213915792,Non-commercial,Meta,20240118
fastchat-t5-3b,FastChat-T5-3B,856.0610171501576,Apache 2.0,LMSYS,20240118
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1096.280292640648,Proprietary,OpenAI,20240118
gpt-4-0314,GPT-4-0314,1107.0258477842988,Proprietary,OpenAI,20240118
claude-1,Claude-1,1123.4882688368052,Proprietary,Anthropic,20240118
RWKV-4-Raven-14B,RWKV-4-Raven-14B,933.3861993901063,Apache 2.0,RWKV,20240118
mpt-7b-chat,MPT-7B-Chat,935.700760526204,CC-BY-NC-SA-4.0,MosaicML,20240118
palm-2,PaLM-Chat-Bison-001,980.5848974838278,Proprietary,Google,20240118
claude-instant-1,Claude-Instant-1,1056.0218765612726,Proprietary,Anthropic,20240118
vicuna-7b,Vicuna-7B,962.6777179445855,Llama 2 Community,LMSYS,20240118
wizardlm-13b,WizardLM-13b-v1.2,1023.3831443654601,Llama 2 Community,Microsoft,20240118
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,945.2098520336289,Non-commercial,Nomic AI,20240118
guanaco-33b,Guanaco-33B,1028.455955349667,Non-commercial,UW,20240118
vicuna-33b,Vicuna-33B,1047.94400249264,Non-commercial,LMSYS,20240118
mpt-30b-chat,MPT-30B-chat,1025.1132845399989,CC-BY-NC-SA-4.0,MosaicML,20240118
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1067.9140493483387,Proprietary,OpenAI,20240118
gpt-4-0613,GPT-4-0613,1127.528916349266,Proprietary,OpenAI,20240118
llama-2-7b-chat,Llama-2-7B-chat,1005.4867942020575,Llama 2 Community,Meta,20240118
claude-2.0,Claude-2.0,1075.4181663536854,Proprietary,Anthropic,20240118
llama-2-13b-chat,Llama-2-13b-chat,1020.1519879977848,Llama 2 Community,Meta,20240118
chatglm2-6b,ChatGLM2-6B,896.6907581309256,Apache-2.0,Tsinghua,20240118
llama-2-70b-chat,Llama-2-70B-chat,1040.5376478575986,Llama 2 Community,Meta,20240118
codellama-34b-instruct,CodeLlama-34B-instruct,984.0068321762199,Llama 2 Community,Meta,20240118
wizardlm-70b,WizardLM-70B-v1.0,1045.9790171333855,Llama 2 Community,Microsoft,20240118
falcon-180b-chat,falcon-180b-chat,973.8209936989069,Falcon-180B TII License,TII,20240118
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,900.4127936451441,Apache 2.0,Mistral,20240118
qwen-14b-chat,Qwen-14B-Chat,949.9336395917818,Qianwen LICENSE,Alibaba,20240118
zephyr-7b-alpha,Zephyr-7B-alpha,1001.4738885773197,MIT,HuggingFace,20240118
zephyr-7b-beta,Zephyr-7B-beta,992.5133106530498,MIT,HuggingFace,20240118
openchat-3.5,OpenChat-3.5,1010.5372244530918,Apache-2.0,OpenChat,20240118
gpt-4-turbo,GPT 4 Turbo,1195.3746851356248,Proprietary,OpenAI,20240118
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1015.0392693446088,Proprietary,OpenAI,20240118
chatglm3-6b,ChatGLM3-6B,905.2537467597007,Apache-2.0,Tsinghua,20240118
claude-2.1,Claude-2.1,1056.7404294555347,Proprietary,Anthropic,20240118
tulu-2-dpo-70b,Tulu-2-DPO-70B,1048.831614078944,AI2 ImpACT Low-risk,AllenAI/UW,20240118
yi-34b-chat,Yi-34B-Chat,1070.6851345035902,Yi License,01 AI,20240118
yi-34b-chat,Yi-34B-Chat,1070.6851345035902,Yi License,01 AI,20240118
starling-lm-7b-alpha,Starling-LM-7B-alpha,1011.9125278064104,CC-BY-NC-4.0,UC Berkeley,20240118
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1027.6101157890112,Apache-2.0,NousResearch,20240118
pplx-70b-online,pplx-70B-online,1043.897228557061,Proprietary,Perplexity AI,20240118
pplx-7b-online,pplx-7B-online,966.547019534745,Proprietary,Perplexity AI,20240118
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1028.6676736884972,Apache-2.0,Cognitive Computations,20240118
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1070.3458661076875,Apache 2.0,Mistral,20240118
gemini-pro,Gemini Pro,1056.2315389701591,Proprietary,Google,20240118
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,1013.9705328236618,CC-BY-NC-4.0,Upstage AI,20240118
mistral-medium,Mistral Medium,1097.8461606042054,Proprietary,Mistral,20240118
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1016.7082409465379,Llama 2 Community,Nvidia,20240118
gemini-pro-dev-api,Gemini-1.0-Pro-001,1035.0018885041845,Proprietary,Google,20240118
stripedhyena-nous-7b,StripedHyena-Nous-7B,942.9689808880293,Apache 2.0,Together AI,20240118
chatglm-6b,ChatGLM-6B,914.6269593043037,Non-commercial,Tsinghua,20240125
koala-13b,Koala-13B,955.0836534171473,Non-commercial,UC Berkeley,20240125
oasst-pythia-12b,OpenAssistant-Pythia-12B,870.3641107454237,Apache 2.0,OpenAssistant,20240125
alpaca-13b,Alpaca-13B,909.5047113629865,Non-commercial,Stanford,20240125
vicuna-13b,Vicuna-13B,965.1470835951707,Llama 2 Community,LMSYS,20240125
dolly-v2-12b,Dolly-V2-12B,837.3004808519426,MIT,Databricks,20240125
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,886.5836675707193,CC-BY-NC-SA-4.0,Stability AI,20240125
llama-13b,LLaMA-13B,850.1992213915792,Non-commercial,Meta,20240125
fastchat-t5-3b,FastChat-T5-3B,856.0610661541173,Apache 2.0,LMSYS,20240125
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1096.280292640648,Proprietary,OpenAI,20240125
gpt-4-0314,GPT-4-0314,1101.7637906549269,Proprietary,OpenAI,20240125
claude-1,Claude-1,1086.4758306078486,Proprietary,Anthropic,20240125
RWKV-4-Raven-14B,RWKV-4-Raven-14B,933.3861862805231,Apache 2.0,RWKV,20240125
mpt-7b-chat,MPT-7B-Chat,935.7008442539953,CC-BY-NC-SA-4.0,MosaicML,20240125
palm-2,PaLM-Chat-Bison-001,980.5800747160436,Proprietary,Google,20240125
claude-instant-1,Claude-Instant-1,1038.9685474078906,Proprietary,Anthropic,20240125
vicuna-7b,Vicuna-7B,962.6777095964951,Llama 2 Community,LMSYS,20240125
wizardlm-13b,WizardLM-13b-v1.2,1023.3831364755798,Llama 2 Community,Microsoft,20240125
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,945.2098520336289,Non-commercial,Nomic AI,20240125
guanaco-33b,Guanaco-33B,1028.455968173026,Non-commercial,UW,20240125
vicuna-33b,Vicuna-33B,1035.3974384505689,Non-commercial,LMSYS,20240125
mpt-30b-chat,MPT-30B-chat,1025.1132682932905,CC-BY-NC-SA-4.0,MosaicML,20240125
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1065.4486860431848,Proprietary,OpenAI,20240125
gpt-4-0613,GPT-4-0613,1089.5881233775715,Proprietary,OpenAI,20240125
llama-2-7b-chat,Llama-2-7B-chat,976.5189852985832,Llama 2 Community,Meta,20240125
claude-2.0,Claude-2.0,1066.2643214885193,Proprietary,Anthropic,20240125
llama-2-13b-chat,Llama-2-13b-chat,1024.0538984481439,Llama 2 Community,Meta,20240125
chatglm2-6b,ChatGLM2-6B,896.6907501661929,Apache-2.0,Tsinghua,20240125
llama-2-70b-chat,Llama-2-70B-chat,1031.1235390648721,Llama 2 Community,Meta,20240125
codellama-34b-instruct,CodeLlama-34B-instruct,987.9573692689496,Llama 2 Community,Meta,20240125
wizardlm-70b,WizardLM-70B-v1.0,1088.2766614925038,Llama 2 Community,Microsoft,20240125
falcon-180b-chat,falcon-180b-chat,973.8205951079713,Falcon-180B TII License,TII,20240125
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,916.3414110483319,Apache 2.0,Mistral,20240125
qwen-14b-chat,Qwen-14B-Chat,965.8120562546343,Qianwen LICENSE,Alibaba,20240125
zephyr-7b-alpha,Zephyr-7B-alpha,1001.4738778575723,MIT,HuggingFace,20240125
zephyr-7b-beta,Zephyr-7B-beta,1001.9159742369754,MIT,HuggingFace,20240125
openchat-3.5,OpenChat-3.5,1022.7048709637236,Apache-2.0,OpenChat,20240125
gpt-4-turbo,GPT 4 Turbo,1189.1909177910618,Proprietary,OpenAI,20240125
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,992.173070293859,Proprietary,OpenAI,20240125
chatglm3-6b,ChatGLM3-6B,890.1201129186426,Apache-2.0,Tsinghua,20240125
claude-2.1,Claude-2.1,1067.5502448466852,Proprietary,Anthropic,20240125
tulu-2-dpo-70b,Tulu-2-DPO-70B,1027.8082508158725,AI2 ImpACT Low-risk,AllenAI/UW,20240125
yi-34b-chat,Yi-34B-Chat,1066.7318178876799,Yi License,01 AI,20240125
yi-34b-chat,Yi-34B-Chat,1066.7318178876799,Yi License,01 AI,20240125
starling-lm-7b-alpha,Starling-LM-7B-alpha,1026.0870643980882,CC-BY-NC-4.0,UC Berkeley,20240125
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1000.6102918250682,Apache-2.0,NousResearch,20240125
pplx-70b-online,pplx-70B-online,1012.8473735416333,Proprietary,Perplexity AI,20240125
pplx-7b-online,pplx-7B-online,982.7122719148897,Proprietary,Perplexity AI,20240125
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1028.666646825991,Apache-2.0,Cognitive Computations,20240125
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1031.179018547705,Apache 2.0,Mistral,20240125
gemini-pro,Gemini Pro,1056.2310213942524,Proprietary,Google,20240125
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,1013.9697916617263,CC-BY-NC-4.0,Upstage AI,20240125
mistral-medium,Mistral Medium,1093.540548946098,Proprietary,Mistral,20240125
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1024.0270959550664,Llama 2 Community,Nvidia,20240125
gemini-pro-dev-api,Gemini-1.0-Pro-001,1038.3886678621843,Proprietary,Google,20240125
stripedhyena-nous-7b,StripedHyena-Nous-7B,929.9576198851224,Apache 2.0,Together AI,20240125
bard-jan-24-gemini-pro,Gemini App (2024-01-24),1181.9531585927866,Proprietary,Google,20240125
chatglm-6b,ChatGLM-6B,914.6704836379229,Non-commercial,Tsinghua,20240202
koala-13b,Koala-13B,954.9009566268815,Non-commercial,UC Berkeley,20240202
oasst-pythia-12b,OpenAssistant-Pythia-12B,870.4067570302726,Apache 2.0,OpenAssistant,20240202
alpaca-13b,Alpaca-13B,909.5526819123221,Non-commercial,Stanford,20240202
vicuna-13b,Vicuna-13B,975.7855102502864,Llama 2 Community,LMSYS,20240202
dolly-v2-12b,Dolly-V2-12B,837.3033671645815,MIT,Databricks,20240202
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,886.5855873039216,CC-BY-NC-SA-4.0,Stability AI,20240202
llama-13b,LLaMA-13B,850.199044727098,Non-commercial,Meta,20240202
fastchat-t5-3b,FastChat-T5-3B,856.0950671909823,Apache 2.0,LMSYS,20240202
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1096.2755359505593,Proprietary,OpenAI,20240202
gpt-4-0314,GPT-4-0314,1119.8450053650527,Proprietary,OpenAI,20240202
claude-1,Claude-1,1058.1615194287863,Proprietary,Anthropic,20240202
RWKV-4-Raven-14B,RWKV-4-Raven-14B,933.4281854792838,Apache 2.0,RWKV,20240202
mpt-7b-chat,MPT-7B-Chat,935.7443306166591,CC-BY-NC-SA-4.0,MosaicML,20240202
palm-2,PaLM-Chat-Bison-001,980.6270546894986,Proprietary,Google,20240202
claude-instant-1,Claude-Instant-1,1024.5708097281872,Proprietary,Anthropic,20240202
vicuna-7b,Vicuna-7B,962.6158366008492,Llama 2 Community,LMSYS,20240202
wizardlm-13b,WizardLM-13b-v1.2,1023.2828969243726,Llama 2 Community,Microsoft,20240202
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,945.2529517267023,Non-commercial,Nomic AI,20240202
guanaco-33b,Guanaco-33B,1028.5048373390007,Non-commercial,UW,20240202
vicuna-33b,Vicuna-33B,1011.6509581328893,Non-commercial,LMSYS,20240202
mpt-30b-chat,MPT-30B-chat,1025.1224175207133,CC-BY-NC-SA-4.0,MosaicML,20240202
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1031.481077044045,Proprietary,OpenAI,20240202
